 
--------------------------------------------------------------------------------
 40-Zr- 91   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 40091.38u  MAT=4028  ZA= 40091
 AWR=  90.124730  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 137 NTRAN=   1 NPROD= 136 NE=      88 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.000000   3   5
  41 50034076    0.000000  110.000000   6   5  34076   0
  42 50034077    0.000000  110.000000   6   5  34077   0
  43 51034077    0.000000  110.000000   6   5  34077   1
  44 50034078    0.000000  100.000000   6   5  34078   0
  45 50035071    0.000000  140.000000   6   5  35071   0
  46 50035072    0.000000  120.000000   6   5  35072   0
  47 51035072    0.000000  120.000000   6   5  35072   1
  48 50035073    0.000000  110.000000   6   5  35073   0
  49 50035074    0.000000  110.000000   6   5  35074   0
  50 52035074    0.000000  110.000000   6   5  35074   2
  51 50035075    0.000000  100.000000   6   5  35075   0
  52 50035076    0.000000  100.000000   6   5  35076   0
  53 52035076    0.000000  100.000000   6   5  35076   2
  54 50035077    0.000000  100.000000   6   5  35077   0
  55 51035077    0.000000  100.000000   6   5  35077   1
  56 50035078    0.000000  100.000000   6   5  35078   0
  57 50035079    0.000000  100.000000   6   5  35079   0
  58 51035079    0.000000  100.000000   6   5  35079   1
  59 50035080    0.000000  100.000000   6   5  35080   0
  60 52035080    0.000000  100.000000   6   5  35080   2
  61 50035081    0.000000  100.000000   6   5  35081   0
  62 50036074    0.000000  130.000000   6   5  36074   0
  63 50036075    0.000000  110.000000   6   5  36075   0
  64 50036076    0.000000  100.000000   6   5  36076   0
  65 50036077    0.000000   95.000000   6   5  36077   0
  66 50036078    0.000000   80.000000   6   5  36078   0
  67 50036079    0.000000   76.000000   6   5  36079   0
  68 51036079    0.000000   76.000000   6   5  36079   1
  69 50036080    0.000000   70.000000   6   5  36080   0
  70 50036081    0.000000   70.000000   6   5  36081   0
  71 52036081    0.000000   70.000000   6   5  36081   2
  72 50036082    0.000000   74.000000   6   5  36082   0
  73 50036083    0.000000   74.000000   6   5  36083   0
  74 52036083    0.000000   74.000000   6   5  36083   2
  75 50036084    0.000000   72.000000   6   5  36084   0
  76 50037076    0.000000  120.000000   6   5  37076   0
  77 50037077    0.000000  100.000000   6   5  37077   0
  78 50037078    0.000000   95.000000   6   5  37078   0
  79 53037078    0.000000   95.000000   6   5  37078   3
  80 50037079    0.000000   90.000000   6   5  37079   0
  81 50037080    0.000000   80.000000   6   5  37080   0
  82 50037081    0.000000   74.000000   6   5  37081   0
  83 51037081    0.000000   74.000000   6   5  37081   1
  84 50037082    0.000000   68.000000   6   5  37082   0
  85 51037082    0.000000   68.000000   6   5  37082   1
  86 50037083    0.000000   58.000000   6   5  37083   0
  87 50037084    0.000000   52.000000   6   5  37084   0
  88 52037084    0.000000   52.000000   6   5  37084   2
  89 50037085    0.000000   50.000000   6   5  37085   0
  90 50037086    0.000000   58.000000   6   5  37086   0
  91 52037086    0.000000   58.000000   6   5  37086   2
  92 50037087    0.000000   70.000000   6   5  37087   0
  93 50038079    0.000000  100.000000   6   5  38079   0
  94 50038080    0.000000   80.000000   6   5  38080   0
  95 50038081    0.000000   76.000000   6   5  38081   0
  96 50038082    0.000000   64.000000   6   5  38082   0
  97 50038083    0.000000   56.000000   6   5  38083   0
  98 52038083    0.000000   56.000000   6   5  38083   2
  99 50038084    0.000000   44.000000   6   5  38084   0
 100 50038085    0.000000   34.000000   6   5  38085   0
 101 52038085    0.000000   34.000000   6   5  38085   2
 102 50038086    0.000000   22.000000   6   5  38086   0
 103 50038087    0.000000   12.500000   6   5  38087   0
 104 51038087    0.000000   12.500000   6   5  38087   1
 105 50038088    0.000000   29.000000   6   5  38088   0
 106 50038089    0.000000   38.000000   6   5  38089   0
 107 50039080    0.000000  110.000000   6   5  39080   0
 108 51039080    0.000000  110.000000   6   5  39080   1
 109 50039081    0.000000  100.000000   6   5  39081   0
 110 50039082    0.000000   90.000000   6   5  39082   0
 111 50039083    0.000000   80.000000   6   5  39083   0
 112 51039083    0.000000   80.000000   6   5  39083   1
 113 50039084    0.000000   68.000000   6   5  39084   0
 114 52039084    0.000000   68.000000   6   5  39084   2
 115 50039085    0.000000   56.000000   6   5  39085   0
 116 51039085    0.000000   56.000000   6   5  39085   1
 117 50039086    0.000000   46.000000   6   5  39086   0
 118 52039086    0.000000   46.000000   6   5  39086   2
 119 50039087    0.000000   36.000000   6   5  39087   0
 120 51039087    0.000000   36.000000   6   5  39087   1
 121 50039088    0.000000   29.000000   6   5  39088   0
 122 50039089    0.000000   16.500000   6   5  39089   0
 123 51039089    0.000000   16.500000   6   5  39089   1
 124 50039090    0.000000   11.000000   6   5  39090   0
 125 52039090    0.000000   11.000000   6   5  39090   2
 126 50040083    0.000000   95.000000   6   5  40083   0
 127 50040084    0.000000   74.000000   6   5  40084   0
 128 50040085    0.000000   64.000000   6   5  40085   0
 129 52040085    0.000000   64.000000   6   5  40085   2
 130 50040086    0.000000   50.000000   6   5  40086   0
 131 50040087    0.000000   40.000000   6   5  40087   0
 132 52040087    0.000000   40.000000   6   5  40087   2
 133 50040088    0.000000   28.000000   6   5  40088   0
 134 50040089    0.000000   19.000000   6   5  40089   0
 135 51040089    0.000000   19.500000   6   5  40089   1
 136 50040090    0.000000    7.000000   6   5  40090   0
 137 50040091    0.000000    1.500000   6   5  40091   0
 
   p   ZAP IP   NR    Tp [MeV]
   1     1  1    1    7.000000
   2     0  2    1    1.000000
   3  1001  9    1    9.500000
   4  1002 31    1   14.500000
   5  1003 32    1   20.000000
   6  2003 33    1   19.000000
   7  2004 34    1   10.000000
--------------------------------------------------------------------------------
 
