 
--------------------------------------------------------------------------------
 49-In-115   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 49115.38u  MAT=4931  ZA= 49115
 AWR= 113.916800  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 167 NTRAN=   1 NPROD= 166 NE=      88 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.000000   3   5
  37 50042093    0.000000  120.000000   6   5  42093   0
  38 66042093    0.000000  120.000000   6   5  42093  16
  39 50042094    0.000000  120.000000   6   5  42094   0
  40 50043090    0.000000  130.000000   6   5  43090   0
  41 54043090    0.000000  130.000000   6   5  43090   4
  42 56043090    0.000000  130.000000   6   5  43090   6
  43 50043091    0.000000  120.000000   6   5  43091   0
  44 51043091    0.000000  120.000000   6   5  43091   1
  45 50043092    0.000000  110.000000   6   5  43092   0
  46 50043093    0.000000  110.000000   6   5  43093   0
  47 51043093    0.000000  110.000000   6   5  43093   1
  48 50043094    0.000000  110.000000   6   5  43094   0
  49 51043094    0.000000  110.000000   6   5  43094   1
  50 50043095    0.000000  110.000000   6   5  43095   0
  51 51043095    0.000000  110.000000   6   5  43095   1
  52 50043096    0.000000  110.000000   6   5  43096   0
  53 51043096    0.000000  110.000000   6   5  43096   1
  54 50044092    0.000000  170.000000   6   5  44092   0
  55 50044093    0.000000  120.000000   6   5  44093   0
  56 51044093    0.000000  120.000000   6   5  44093   1
  57 50044094    0.000000  110.000000   6   5  44094   0
  58 50044095    0.000000  110.000000   6   5  44095   0
  59 50044096    0.000000  110.000000   6   5  44096   0
  60 50044097    0.000000  110.000000   6   5  44097   0
  61 50044098    0.000000  110.000000   6   5  44098   0
  62 50045094    0.000000  130.000000   6   5  45094   0
  63 52045094    0.000000  130.000000   6   5  45094   2
  64 50045095    0.000000  110.000000   6   5  45095   0
  65 51045095    0.000000  110.000000   6   5  45095   1
  66 50045096    0.000000  100.000000   6   5  45096   0
  67 51045096    0.000000  100.000000   6   5  45096   1
  68 50045097    0.000000  100.000000   6   5  45097   0
  69 51045097    0.000000  100.000000   6   5  45097   1
  70 50045098    0.000000  100.000000   6   5  45098   0
  71 53045098    0.000000  100.000000   6   5  45098   3
  72 50045099    0.000000  100.000000   6   5  45099   0
  73 51045099    0.000000  100.000000   6   5  45099   1
  74 50045100    0.000000   95.000000   6   5  45100   0
  75 54045100    0.000000   95.000000   6   5  45100   4
  76 50045101    0.000000   95.000000   6   5  45101   0
  77 51045101    0.000000   95.000000   6   5  45101   1
  78 50045102    0.000000   95.000000   6   5  45102   0
  79 55045102    0.000000   95.000000   6   5  45102   5
  80 50046096    0.000000  140.000000   6   5  46096   0
  81 50046097    0.000000  120.000000   6   5  46097   0
  82 50046098    0.000000  110.000000   6   5  46098   0
  83 50046099    0.000000  100.000000   6   5  46099   0
  84 50046100    0.000000   95.000000   6   5  46100   0
  85 50046101    0.000000   90.000000   6   5  46101   0
  86 50046102    0.000000   85.000000   6   5  46102   0
  87 50046103    0.000000   80.000000   6   5  46103   0
  88 50046104    0.000000   74.000000   6   5  46104   0
  89 50046105    0.000000   66.000000   6   5  46105   0
  90 50046106    0.000000   58.000000   6   5  46106   0
  91 50046107    0.000000   50.000000   6   5  46107   0
  92 52046107    0.000000   50.000000   6   5  46107   2
  93 50046108    0.000000   44.000000   6   5  46108   0
  94 50046109    0.000000   42.000000   6   5  46109   0
  95 52046109    0.000000   42.000000   6   5  46109   2
  96 50047098    0.000000  130.000000   6   5  47098   0
  97 50047099    0.000000  110.000000   6   5  47099   0
  98 52047099    0.000000  110.000000   6   5  47099   2
  99 50047100    0.000000  100.000000   6   5  47100   0
 100 51047100    0.000000  100.000000   6   5  47100   1
 101 50047101    0.000000   95.000000   6   5  47101   0
 102 52047101    0.000000   95.000000   6   5  47101   2
 103 50047102    0.000000   85.000000   6   5  47102   0
 104 51047102    0.000000   85.000000   6   5  47102   1
 105 50047103    0.000000   80.000000   6   5  47103   0
 106 52047103    0.000000   80.000000   6   5  47103   2
 107 50047104    0.000000   74.000000   6   5  47104   0
 108 51047104    0.000000   74.000000   6   5  47104   1
 109 50047105    0.000000   62.000000   6   5  47105   0
 110 51047105    0.000000   62.000000   6   5  47105   1
 111 50047106    0.000000   56.000000   6   5  47106   0
 112 51047106    0.000000   56.000000   6   5  47106   1
 113 50047107    0.000000   46.000000   6   5  47107   0
 114 51047107    0.000000   46.000000   6   5  47107   1
 115 50047108    0.000000   36.000000   6   5  47108   0
 116 52047108    0.000000   36.000000   6   5  47108   2
 117 50047109    0.000000   29.000000   6   5  47109   0
 118 51047109    0.000000   29.000000   6   5  47109   1
 119 50047110    0.000000   21.000000   6   5  47110   0
 120 52047110    0.000000   21.000000   6   5  47110   2
 121 50047111    0.000000   13.500000   6   5  47111   0
 122 51047111    0.000000   13.500000   6   5  47111   1
 123 50047112    0.000000   38.000000   6   5  47112   0
 124 50047113    0.000000   44.000000   6   5  47113   0
 125 51047113    0.000000   44.000000   6   5  47113   1
 126 50048101    0.000000  120.000000   6   5  48101   0
 127 50048102    0.000000  100.000000   6   5  48102   0
 128 50048103    0.000000   95.000000   6   5  48103   0
 129 50048104    0.000000   85.000000   6   5  48104   0
 130 50048105    0.000000   80.000000   6   5  48105   0
 131 50048106    0.000000   74.000000   6   5  48106   0
 132 50048107    0.000000   66.000000   6   5  48107   0
 133 50048108    0.000000   56.000000   6   5  48108   0
 134 50048109    0.000000   48.000000   6   5  48109   0
 135 50048110    0.000000   40.000000   6   5  48110   0
 136 50048111    0.000000   32.000000   6   5  48111   0
 137 53048111    0.000000   32.000000   6   5  48111   3
 138 50048112    0.000000   25.000000   6   5  48112   0
 139 50048113    0.000000   18.500000   6   5  48113   0
 140 51048113    0.000000   18.500000   6   5  48113   1
 141 50048114    0.000000   10.500000   6   5  48114   0
 142 50049103    0.000000  180.000000   6   5  49103   0
 143 51049103    0.000000  180.000000   6   5  49103   1
 144 50049104    0.000000  110.000000   6   5  49104   0
 145 53049104    0.000000  110.000000   6   5  49104   3
 146 50049105    0.000000   95.000000   6   5  49105   0
 147 51049105    0.000000   95.000000   6   5  49105   1
 148 50049106    0.000000   85.000000   6   5  49106   0
 149 51049106    0.000000   85.000000   6   5  49106   1
 150 50049107    0.000000   72.000000   6   5  49107   0
 151 51049107    0.000000   72.000000   6   5  49107   1
 152 50049108    0.000000   62.000000   6   5  49108   0
 153 51049108    0.000000   62.000000   6   5  49108   1
 154 50049109    0.000000   52.000000   6   5  49109   0
 155 51049109    0.000000   52.000000   6   5  49109   1
 156 50049110    0.000000   42.000000   6   5  49110   0
 157 51049110    0.000000   42.000000   6   5  49110   1
 158 50049111    0.000000   32.000000   6   5  49111   0
 159 51049111    0.000000   32.000000   6   5  49111   1
 160 50049112    0.000000   25.000000   6   5  49112   0
 161 51049112    0.000000   25.000000   6   5  49112   1
 162 50049113    0.000000   16.000000   6   5  49113   0
 163 51049113    0.000000   16.500000   6   5  49113   1
 164 50049114    0.000000    9.000000   6   5  49114   0
 165 51049114    0.000000    9.000000   6   5  49114   1
 166 50049115    0.000000    1.000000   6   5  49115   0
 167 51049115    0.000000    1.000000   6   5  49115   1
 
   p   ZAP IP   NR    Tp [MeV]
   1     1  1    1    9.000000
   2     0  2    1    1.000000
   3  1001  9    1    8.500000
   4  1002 31    1   15.000000
   5  1003 32    1   16.500000
   6  2003 33    1   23.000000
   7  2004 34    1    9.500000
--------------------------------------------------------------------------------
 
