 
--------------------------------------------------------------------------------
 63-Eu-153   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 63153.38u  MAT=6331  ZA= 63153
 AWR= 151.607600  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 138 NTRAN=   1 NPROD= 137 NE=      89 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.000000   3   5
  57 50060134    0.000000  110.000000   6   5  60134   0
  58 50060135    0.000000  100.000000   6   5  60135   0
  59 50060136    0.000000   95.000000   6   5  60136   0
  60 50060137    0.000000   85.000000   6   5  60137   0
  61 54060137    0.000000   85.000000   6   5  60137   4
  62 50060138    0.000000   80.000000   6   5  60138   0
  63 50060139    0.000000   80.000000   6   5  60139   0
  64 52060139    0.000000   80.000000   6   5  60139   2
  65 50060140    0.000000   74.000000   6   5  60140   0
  66 50060141    0.000000   70.000000   6   5  60141   0
  67 52060141    0.000000   70.000000   6   5  60141   2
  68 50060142    0.000000   66.000000   6   5  60142   0
  69 50060143    0.000000   62.000000   6   5  60143   0
  70 50060144    0.000000   56.000000   6   5  60144   0
  71 50060145    0.000000   54.000000   6   5  60145   0
  72 50061133    0.000000  140.000000   6   5  61133   0
  73 52061133    0.000000  140.000000   6   5  61133   2
  74 50061134    0.000000  130.000000   6   5  61134   0
  75 51061134    0.000000  130.000000   6   5  61134   1
  76 50061135    0.000000  120.000000   6   5  61135   0
  77 51061135    0.000000  120.000000   6   5  61135   1
  78 50061136    0.000000  110.000000   6   5  61136   0
  79 51061136    0.000000  110.000000   6   5  61136   1
  80 50061137    0.000000   95.000000   6   5  61137   0
  81 50061138    0.000000   90.000000   6   5  61138   0
  82 51061138    0.000000   90.000000   6   5  61138   1
  83 50061139    0.000000   80.000000   6   5  61139   0
  84 50061140    0.000000   70.000000   6   5  61140   0
  85 60061140    0.000000   70.000000   6   5  61140  10
  86 50061141    0.000000   64.000000   6   5  61141   0
  87 50061142    0.000000   56.000000   6   5  61142   0
  88 50061143    0.000000   50.000000   6   5  61143   0
  89 50061144    0.000000   46.000000   6   5  61144   0
  90 50061145    0.000000   38.000000   6   5  61145   0
  91 50061146    0.000000   32.000000   6   5  61146   0
  92 50061147    0.000000   24.000000   6   5  61147   0
  93 50061148    0.000000   19.500000   6   5  61148   0
  94 53061148    0.000000   19.500000   6   5  61148   3
  95 50061149    0.000000    1.000000   6   5  61149   0
  96 50061150    0.000000   44.000000   6   5  61150   0
  97 50062135    0.000000  150.000000   6   5  62135   0
  98 50062136    0.000000  140.000000   6   5  62136   0
  99 50062137    0.000000  130.000000   6   5  62137   0
 100 50062138    0.000000  120.000000   6   5  62138   0
 101 50062139    0.000000  100.000000   6   5  62139   0
 102 54062139    0.000000  100.000000   6   5  62139   4
 103 50062140    0.000000   95.000000   6   5  62140   0
 104 50062141    0.000000   85.000000   6   5  62141   0
 105 52062141    0.000000   85.000000   6   5  62141   2
 106 50062142    0.000000   80.000000   6   5  62142   0
 107 50062143    0.000000   74.000000   6   5  62143   0
 108 52062143    0.000000   74.000000   6   5  62143   2
 109 50062144    0.000000   66.000000   6   5  62144   0
 110 50062145    0.000000   58.000000   6   5  62145   0
 111 50062146    0.000000   52.000000   6   5  62146   0
 112 50062147    0.000000   44.000000   6   5  62147   0
 113 50062148    0.000000   38.000000   6   5  62148   0
 114 50062149    0.000000   32.000000   6   5  62149   0
 115 50062150    0.000000   25.000000   6   5  62150   0
 116 50062151    0.000000   18.000000   6   5  62151   0
 117 50062152    0.000000   11.500000   6   5  62152   0
 118 50063138    0.000000  130.000000   6   5  63138   0
 119 50063139    0.000000  120.000000   6   5  63139   0
 120 50063140    0.000000  110.000000   6   5  63140   0
 121 50063141    0.000000  100.000000   6   5  63141   0
 122 51063141    0.000000  100.000000   6   5  63141   1
 123 50063142    0.000000   90.000000   6   5  63142   0
 124 59063142    0.000000   90.000000   6   5  63142   9
 125 50063143    0.000000   80.000000   6   5  63143   0
 126 50063144    0.000000   70.000000   6   5  63144   0
 127 50063145    0.000000   60.000000   6   5  63145   0
 128 50063146    0.000000   52.000000   6   5  63146   0
 129 50063147    0.000000   44.000000   6   5  63147   0
 130 50063148    0.000000   36.000000   6   5  63148   0
 131 50063149    0.000000   29.000000   6   5  63149   0
 132 50063150    0.000000   22.000000   6   5  63150   0
 133 51063150    0.000000   22.000000   6   5  63150   1
 134 50063151    0.000000   14.500000   6   5  63151   0
 135 50063152    0.000000    8.500000   6   5  63152   0
 136 51063152    0.000000    8.500000   6   5  63152   1
 137 66063152    0.000000    8.500000   6   5  63152  16
 138 50063153    0.000000    1.000000   6   5  63153   0
 
   p   ZAP IP   NR    Tp [MeV]
   1     1  1    1    8.500000
   2     0  2    1    1.000000
   3  1001  9    1    8.000000
   4  1002 31    1   13.500000
   5  1003 32    1   14.000000
   6  2003 33    1   21.000000
   7  2004 34    1    7.000000
--------------------------------------------------------------------------------
 
