 
--------------------------------------------------------------------------------
 50-Sn-116   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 50116.38u  MAT=5037  ZA= 50116
 AWR= 114.906100  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 161 NTRAN=   1 NPROD= 160 NE=      87 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.500000   3   5
  66 50045100    0.000000  100.000000   6   5  45100   0
  67 54045100    0.000000  100.000000   6   5  45100   4
  68 50045101    0.000000  100.000000   6   5  45101   0
  69 51045101    0.000000  100.000000   6   5  45101   1
  70 50046096    0.000000  140.000000   6   5  46096   0
  71 50046097    0.000000  110.000000   6   5  46097   0
  72 50046098    0.000000  110.000000   6   5  46098   0
  73 50046099    0.000000  100.000000   6   5  46099   0
  74 50046100    0.000000   95.000000   6   5  46100   0
  75 50046101    0.000000   90.000000   6   5  46101   0
  76 50046102    0.000000   85.000000   6   5  46102   0
  77 50046103    0.000000   78.000000   6   5  46103   0
  78 50046104    0.000000   76.000000   6   5  46104   0
  79 50046105    0.000000   76.000000   6   5  46105   0
  80 50046106    0.000000   85.000000   6   5  46106   0
  81 50047098    0.000000  130.000000   6   5  47098   0
  82 50047099    0.000000  110.000000   6   5  47099   0
  83 52047099    0.000000  110.000000   6   5  47099   2
  84 50047100    0.000000  100.000000   6   5  47100   0
  85 51047100    0.000000  100.000000   6   5  47100   1
  86 50047101    0.000000   95.000000   6   5  47101   0
  87 52047101    0.000000   95.000000   6   5  47101   2
  88 50047102    0.000000   90.000000   6   5  47102   0
  89 51047102    0.000000   90.000000   6   5  47102   1
  90 50047103    0.000000   85.000000   6   5  47103   0
  91 52047103    0.000000   85.000000   6   5  47103   2
  92 50047104    0.000000   80.000000   6   5  47104   0
  93 51047104    0.000000   80.000000   6   5  47104   1
  94 50047105    0.000000   74.000000   6   5  47105   0
  95 51047105    0.000000   74.000000   6   5  47105   1
  96 50047106    0.000000   70.000000   6   5  47106   0
  97 51047106    0.000000   70.000000   6   5  47106   1
  98 50047107    0.000000   62.000000   6   5  47107   0
  99 51047107    0.000000   62.000000   6   5  47107   1
 100 50047108    0.000000   56.000000   6   5  47108   0
 101 52047108    0.000000   56.000000   6   5  47108   2
 102 50047109    0.000000   48.000000   6   5  47109   0
 103 51047109    0.000000   48.000000   6   5  47109   1
 104 50047110    0.000000   42.000000   6   5  47110   0
 105 52047110    0.000000   42.000000   6   5  47110   2
 106 50047111    0.000000   42.000000   6   5  47111   0
 107 51047111    0.000000   42.000000   6   5  47111   1
 108 50048101    0.000000  110.000000   6   5  48101   0
 109 50048102    0.000000   95.000000   6   5  48102   0
 110 50048103    0.000000   85.000000   6   5  48103   0
 111 50048104    0.000000   80.000000   6   5  48104   0
 112 50048105    0.000000   72.000000   6   5  48105   0
 113 50048106    0.000000   64.000000   6   5  48106   0
 114 50048107    0.000000   58.000000   6   5  48107   0
 115 50048108    0.000000   48.000000   6   5  48108   0
 116 50048109    0.000000   40.000000   6   5  48109   0
 117 50048110    0.000000   30.000000   6   5  48110   0
 118 50048111    0.000000   22.000000   6   5  48111   0
 119 53048111    0.000000   22.000000   6   5  48111   3
 120 50048112    0.000000   12.000000   6   5  48112   0
 121 50048113    0.000000   36.000000   6   5  48113   0
 122 51048113    0.000000   36.000000   6   5  48113   1
 123 50048114    0.000000   34.000000   6   5  48114   0
 124 50049103    0.000000  120.000000   6   5  49103   0
 125 51049103    0.000000  120.000000   6   5  49103   1
 126 50049104    0.000000  100.000000   6   5  49104   0
 127 53049104    0.000000  100.000000   6   5  49104   3
 128 50049105    0.000000   95.000000   6   5  49105   0
 129 51049105    0.000000   95.000000   6   5  49105   1
 130 50049106    0.000000   85.000000   6   5  49106   0
 131 51049106    0.000000   85.000000   6   5  49106   1
 132 50049107    0.000000   80.000000   6   5  49107   0
 133 51049107    0.000000   80.000000   6   5  49107   1
 134 50049108    0.000000   72.000000   6   5  49108   0
 135 51049108    0.000000   72.000000   6   5  49108   1
 136 50049109    0.000000   62.000000   6   5  49109   0
 137 51049109    0.000000   62.000000   6   5  49109   1
 138 50049110    0.000000   54.000000   6   5  49110   0
 139 51049110    0.000000   54.000000   6   5  49110   1
 140 50049111    0.000000   46.000000   6   5  49111   0
 141 51049111    0.000000   46.000000   6   5  49111   1
 142 50049112    0.000000   38.000000   6   5  49112   0
 143 51049112    0.000000   38.000000   6   5  49112   1
 144 50049113    0.000000   29.000000   6   5  49113   0
 145 51049113    0.000000   29.000000   6   5  49113   1
 146 50049114    0.000000   21.000000   6   5  49114   0
 147 51049114    0.000000   21.000000   6   5  49114   1
 148 50049115    0.000000   12.500000   6   5  49115   0
 149 51049115    0.000000   12.500000   6   5  49115   1
 150 50050106    0.000000   95.000000   6   5  50106   0
 151 50050107    0.000000   85.000000   6   5  50107   0
 152 50050108    0.000000   74.000000   6   5  50108   0
 153 50050109    0.000000   64.000000   6   5  50109   0
 154 50050110    0.000000   54.000000   6   5  50110   0
 155 50050111    0.000000   44.000000   6   5  50111   0
 156 50050112    0.000000   34.000000   6   5  50112   0
 157 50050113    0.000000   27.000000   6   5  50113   0
 158 51050113    0.000000   27.000000   6   5  50113   1
 159 50050114    0.000000   17.000000   6   5  50114   0
 160 50050115    0.000000    9.500000   6   5  50115   0
 161 50050116    0.000000    1.500000   6   5  50116   0
 
   p   ZAP IP   NR    Tp [MeV]
   1     1  1    1    9.500000
   2     0  2    1    1.500000
   3  1001  9    1   11.000000
   4  1002 31    1   17.500000
   5  1003 32    1   19.500000
   6  2003 33    1   23.000000
   7  2004 34    1    9.000000
--------------------------------------------------------------------------------
 
