 
--------------------------------------------------------------------------------
 55-Cs-133   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 55133.38u  MAT=5525  ZA= 55133
 AWR= 131.763700  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 140 NTRAN=   1 NPROD= 139 NE=      89 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.000000   3   5
  99 50054117    0.000000  140.000000   6   5  54117   0
 100 50054118    0.000000  120.000000   6   5  54118   0
 101 50054119    0.000000  110.000000   6   5  54119   0
 102 50054120    0.000000  100.000000   6   5  54120   0
 103 50054121    0.000000   90.000000   6   5  54121   0
 104 50054122    0.000000   85.000000   6   5  54122   0
 105 50054123    0.000000   80.000000   6   5  54123   0
 106 50054124    0.000000   72.000000   6   5  54124   0
 107 50054125    0.000000   68.000000   6   5  54125   0
 108 52054125    0.000000   68.000000   6   5  54125   2
 109 50054126    0.000000   56.000000   6   5  54126   0
 110 50054127    0.000000   50.000000   6   5  54127   0
 111 52054127    0.000000   50.000000   6   5  54127   2
 112 50054128    0.000000   42.000000   6   5  54128   0
 113 50054129    0.000000   34.000000   6   5  54129   0
 114 52054129    0.000000   34.000000   6   5  54129   2
 115 50054130    0.000000   25.000000   6   5  54130   0
 116 50054131    0.000000   18.500000   6   5  54131   0
 117 52054131    0.000000   18.500000   6   5  54131   2
 118 50054132    0.000000   10.000000   6   5  54132   0
 119 50055119    0.000000  140.000000   6   5  55119   0
 120 51055119    0.000000  140.000000   6   5  55119   1
 121 50055120    0.000000  120.000000   6   5  55120   0
 122 55055120    0.000000  120.000000   6   5  55120   5
 123 50055121    0.000000  110.000000   6   5  55121   0
 124 51055121    0.000000  110.000000   6   5  55121   1
 125 50055122    0.000000  100.000000   6   5  55122   0
 126 58055122    0.000000  100.000000   6   5  55122   8
 127 50055123    0.000000   90.000000   6   5  55123   0
 128 55055123    0.000000   90.000000   6   5  55123   5
 129 50055124    0.000000   80.000000   6   5  55124   0
 130 75055124    0.000000   80.000000   6   5  55124  25
 131 50055125    0.000000   72.000000   6   5  55125   0
 132 50055126    0.000000   62.000000   6   5  55126   0
 133 50055127    0.000000   50.000000   6   5  55127   0
 134 50055128    0.000000   42.000000   6   5  55128   0
 135 50055129    0.000000   32.000000   6   5  55129   0
 136 50055130    0.000000   25.000000   6   5  55130   0
 137 54055130    0.000000   25.000000   6   5  55130   4
 138 50055131    0.000000   16.000000   6   5  55131   0
 139 50055132    0.000000    8.500000   6   5  55132   0
 140 50055133    0.000000    1.000000   6   5  55133   0
 
   p   ZAP IP   NR    Tp [MeV]
   1     1  1    1    8.500000
   2     0  2    1    1.000000
   3  1001  9    1    7.500000
   4  1002 31    1   14.500000
   5  1003 32    1   15.500000
   6  2003 33    1   22.000000
   7  2004 34    1    8.500000
--------------------------------------------------------------------------------
 
