 
--------------------------------------------------------------------------------
 58-Ce-142   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 58142.38u  MAT=5843  ZA= 58142
 AWR= 140.690200  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 141 NTRAN=   1 NPROD= 140 NE=      89 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.000000   3   5
 120 50058127    0.000000  130.000000   6   5  58127   0
 121 51058127    0.000000  130.000000   6   5  58127   1
 122 50058128    0.000000  120.000000   6   5  58128   0
 123 50058129    0.000000  110.000000   6   5  58129   0
 124 50058130    0.000000  100.000000   6   5  58130   0
 125 50058131    0.000000   90.000000   6   5  58131   0
 126 51058131    0.000000   90.000000   6   5  58131   1
 127 50058132    0.000000   80.000000   6   5  58132   0
 128 50058133    0.000000   74.000000   6   5  58133   0
 129 51058133    0.000000   74.000000   6   5  58133   1
 130 50058134    0.000000   64.000000   6   5  58134   0
 131 50058135    0.000000   56.000000   6   5  58135   0
 132 54058135    0.000000   56.000000   6   5  58135   4
 133 50058136    0.000000   46.000000   6   5  58136   0
 134 50058137    0.000000   38.000000   6   5  58137   0
 135 52058137    0.000000   38.000000   6   5  58137   2
 136 50058138    0.000000   29.000000   6   5  58138   0
 137 50058139    0.000000   21.000000   6   5  58139   0
 138 52058139    0.000000   22.000000   6   5  58139   2
 139 50058140    0.000000   12.500000   6   5  58140   0
 140 50058141    0.000000    7.000000   6   5  58141   0
 141 50058142    0.000000    1.000000   6   5  58142   0
 
   p   ZAP IP   NR    Tp [MeV]
   1     1  1    1    7.000000
   2     0  2    1    1.000000
   3  1001  9    1   10.500000
   4  1002 31    1   15.000000
   5  1003 32    1   15.000000
   6  2003 33    1   21.000000
   7  2004 34    1    5.000000
--------------------------------------------------------------------------------
 
