 
--------------------------------------------------------------------------------
 83-Bi-209   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 83209.38u  MAT=8325  ZA= 83209
 AWR= 207.185200  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 155 NTRAN=   1 NPROD= 154 NE=      89 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.000000   3   5
  31 54079195    0.000000   85.000000   6   5  79195   4
  32 50080186    0.000000  130.000000   6   5  80186   0
  33 50080187    0.000000  130.000000   6   5  80187   0
  34 51080187    0.000000  130.000000   6   5  80187   1
  35 50080188    0.000000  120.000000   6   5  80188   0
  36 50080189    0.000000  110.000000   6   5  80189   0
  37 52080189    0.000000  110.000000   6   5  80189   2
  38 50080190    0.000000  100.000000   6   5  80190   0
  39 50080191    0.000000   95.000000   6   5  80191   0
  40 53080191    0.000000   95.000000   6   5  80191   3
  41 50080192    0.000000   90.000000   6   5  80192   0
  42 50080193    0.000000   85.000000   6   5  80193   0
  43 53080193    0.000000   85.000000   6   5  80193   3
  44 50080194    0.000000   80.000000   6   5  80194   0
  45 50080195    0.000000   80.000000   6   5  80195   0
  46 53080195    0.000000   80.000000   6   5  80195   3
  47 50080196    0.000000   78.000000   6   5  80196   0
  48 50080197    0.000000   76.000000   6   5  80197   0
  49 54080197    0.000000   76.000000   6   5  80197   4
  50 50080198    0.000000   72.000000   6   5  80198   0
  51 50080199    0.000000   66.000000   6   5  80199   0
  52 57080199    0.000000   66.000000   6   5  80199   7
  53 50080200    0.000000   62.000000   6   5  80200   0
  54 50080201    0.000000   58.000000   6   5  80201   0
  55 50080202    0.000000   54.000000   6   5  80202   0
  56 50080203    0.000000   54.000000   6   5  80203   0
  57 50080204    0.000000   54.000000   6   5  80204   0
  58 50081187    0.000000  140.000000   6   5  81187   0
  59 52081187    0.000000  140.000000   6   5  81187   2
  60 50081188    0.000000  130.000000   6   5  81188   0
  61 51081188    0.000000  130.000000   6   5  81188   1
  62 50081189    0.000000  120.000000   6   5  81189   0
  63 51081189    0.000000  120.000000   6   5  81189   1
  64 50081190    0.000000  110.000000   6   5  81190   0
  65 50081191    0.000000  100.000000   6   5  81191   0
  66 52081191    0.000000  100.000000   6   5  81191   2
  67 50081192    0.000000  100.000000   6   5  81192   0
  68 51081192    0.000000  100.000000   6   5  81192   1
  69 50081193    0.000000   90.000000   6   5  81193   0
  70 52081193    0.000000   90.000000   6   5  81193   2
  71 50081194    0.000000   80.000000   6   5  81194   0
  72 55081194    0.000000   80.000000   6   5  81194   5
  73 50081195    0.000000   76.000000   6   5  81195   0
  74 52081195    0.000000   76.000000   6   5  81195   2
  75 50081196    0.000000   70.000000   6   5  81196   0
  76 56081196    0.000000   70.000000   6   5  81196   6
  77 50081197    0.000000   66.000000   6   5  81197   0
  78 50081198    0.000000   60.000000   6   5  81198   0
  79 57081198    0.000000   60.000000   6   5  81198   7
  80 50081199    0.000000   56.000000   6   5  81199   0
  81 50081200    0.000000   48.000000   6   5  81200   0
  82 50081201    0.000000   42.000000   6   5  81201   0
  83 50081202    0.000000   34.000000   6   5  81202   0
  84 50081203    0.000000   28.000000   6   5  81203   0
  85 50081204    0.000000   19.000000   6   5  81204   0
  86 50081205    0.000000    1.000000   6   5  81205   0
  87 50081206    0.000000   44.000000   6   5  81206   0
  88 55081206    0.000000   44.000000   6   5  81206   5
  89 50081207    0.000000   42.000000   6   5  81207   0
  90 52081207    0.000000   42.000000   6   5  81207   2
  91 50082188    0.000000  160.000000   6   5  82188   0
  92 50082189    0.000000  150.000000   6   5  82189   0
  93 51082189    0.000000  150.000000   6   5  82189   1
  94 50082190    0.000000  140.000000   6   5  82190   0
  95 50082191    0.000000  130.000000   6   5  82191   0
  96 51082191    0.000000  130.000000   6   5  82191   1
  97 50082192    0.000000  120.000000   6   5  82192   0
  98 50082193    0.000000  110.000000   6   5  82193   0
  99 51082193    0.000000  110.000000   6   5  82193   1
 100 50082194    0.000000  110.000000   6   5  82194   0
 101 50082195    0.000000  100.000000   6   5  82195   0
 102 52082195    0.000000  100.000000   6   5  82195   2
 103 50082196    0.000000   95.000000   6   5  82196   0
 104 50082197    0.000000   90.000000   6   5  82197   0
 105 52082197    0.000000   90.000000   6   5  82197   2
 106 50082198    0.000000   80.000000   6   5  82198   0
 107 50082199    0.000000   74.000000   6   5  82199   0
 108 51082199    0.000000   74.000000   6   5  82199   1
 109 50082200    0.000000   70.000000   6   5  82200   0
 110 50082201    0.000000   62.000000   6   5  82201   0
 111 54082201    0.000000   62.000000   6   5  82201   4
 112 50082202    0.000000   56.000000   6   5  82202   0
 113 64082202    0.000000   56.000000   6   5  82202  14
 114 50082203    0.000000   48.000000   6   5  82203   0
 115 56082203    0.000000   48.000000   6   5  82203   6
 116 50082204    0.000000   40.000000   6   5  82204   0
 117 71082204    0.000000   40.000000   6   5  82204  21
 118 50082205    0.000000   34.000000   6   5  82205   0
 119 50082206    0.000000   25.000000   6   5  82206   0
 120 50082207    0.000000   17.000000   6   5  82207   0
 121 50082208    0.000000   12.000000   6   5  82208   0
 122 50083189    0.000000  170.000000   6   5  83189   0
 123 50083190    0.000000  160.000000   6   5  83190   0
 124 51083190    0.000000  160.000000   6   5  83190   1
 125 50083191    0.000000  150.000000   6   5  83191   0
 126 50083192    0.000000  140.000000   6   5  83192   0
 127 51083192    0.000000  140.000000   6   5  83192   1
 128 50083193    0.000000  130.000000   6   5  83193   0
 129 51083193    0.000000  130.000000   6   5  83193   1
 130 50083194    0.000000  120.000000   6   5  83194   0
 131 52083194    0.000000  120.000000   6   5  83194   2
 132 53083194    0.000000  120.000000   6   5  83194   3
 133 50083195    0.000000  110.000000   6   5  83195   0
 134 51083195    0.000000  110.000000   6   5  83195   1
 135 50083196    0.000000  100.000000   6   5  83196   0
 136 53083196    0.000000  100.000000   6   5  83196   3
 137 50083197    0.000000   95.000000   6   5  83197   0
 138 51083197    0.000000   95.000000   6   5  83197   1
 139 50083198    0.000000   85.000000   6   5  83198   0
 140 53083198    0.000000   85.000000   6   5  83198   3
 141 54083198    0.000000   85.000000   6   5  83198   4
 142 50083199    0.000000   78.000000   6   5  83199   0
 143 51083199    0.000000   78.000000   6   5  83199   1
 144 50083200    0.000000   70.000000   6   5  83200   0
 145 51083200    0.000000   70.000000   6   5  83200   1
 146 50083201    0.000000   62.000000   6   5  83201   0
 147 51083201    0.000000   62.000000   6   5  83201   1
 148 50083202    0.000000   54.000000   6   5  83202   0
 149 50083203    0.000000   46.000000   6   5  83203   0
 150 50083204    0.000000   38.000000   6   5  83204   0
 151 50083205    0.000000   29.000000   6   5  83205   0
 152 50083206    0.000000   22.000000   6   5  83206   0
 153 50083207    0.000000   14.000000   6   5  83207   0
 154 50083208    0.000000    7.000000   6   5  83208   0
 155 50083209    0.000000    1.000000   6   5  83209   0
 
   p   ZAP IP   NR    Tp [MeV]
   1     1  1    1    7.000000
   2     0  2    1    1.000000
   3  1001  9    1    7.000000
   4  1002 31    1   13.000000
   5  1003 32    1   14.000000
   6  2003 33    1   20.000000
   7  2004 34    1    5.500000
--------------------------------------------------------------------------------
 
